chapter,concept_id,display_name,determinism_class,spec_file,parameter_name,parameter_description,parameter_type_if_available,calibration_scope,required_for_detection,missing_feed_behavior,notes
4: Tape Reading & Microstructure,ch04_stall_and_snap_back,Stall & Snap-Back,CALIBRATED,spec/detection_specs/ch04_stall_and_snap_back.yaml,progress_failure_requirement,"progress_failure_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_stall_and_snap_back,Stall & Snap-Back,CALIBRATED,spec/detection_specs/ch04_stall_and_snap_back.yaml,reference_buffer,"reference_buffer parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_stall_and_snap_back,Stall & Snap-Back,CALIBRATED,spec/detection_specs/ch04_stall_and_snap_back.yaml,snapback_return_window,"snapback_return_window parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_stall_and_snap_back,Stall & Snap-Back,CALIBRATED,spec/detection_specs/ch04_stall_and_snap_back.yaml,stall_duration_requirement,"stall_duration_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_sweeps_through_liquidity,Sweeps Through Liquidity,CALIBRATED,spec/detection_specs/ch04_sweeps_through_liquidity.yaml,multi_level_take_requirement,"multi_level_take_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_sweeps_through_liquidity,Sweeps Through Liquidity,CALIBRATED,spec/detection_specs/ch04_sweeps_through_liquidity.yaml,post_sweep_hold_window,"post_sweep_hold_window parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_sweeps_through_liquidity,Sweeps Through Liquidity,CALIBRATED,spec/detection_specs/ch04_sweeps_through_liquidity.yaml,post_sweep_reclaim_window,"post_sweep_reclaim_window parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_sweeps_through_liquidity,Sweeps Through Liquidity,CALIBRATED,spec/detection_specs/ch04_sweeps_through_liquidity.yaml,sweep_velocity_requirement,"sweep_velocity_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_tape_quality_spectrum,Tape Quality Spectrum,CALIBRATED,spec/detection_specs/ch04_tape_quality_spectrum.yaml,bar_range_context_requirement,"bar_range_context_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_tape_quality_spectrum,Tape Quality Spectrum,CALIBRATED,spec/detection_specs/ch04_tape_quality_spectrum.yaml,depth_baseline_requirement,"depth_baseline_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_tape_quality_spectrum,Tape Quality Spectrum,CALIBRATED,spec/detection_specs/ch04_tape_quality_spectrum.yaml,prints_per_tick_policy,"prints_per_tick_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_tape_quality_spectrum,Tape Quality Spectrum,CALIBRATED,spec/detection_specs/ch04_tape_quality_spectrum.yaml,spread_baseline_requirement,"spread_baseline_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_tape_quality_spectrum,Tape Quality Spectrum,CALIBRATED,spec/detection_specs/ch04_tape_quality_spectrum.yaml,tape_stability_requirement,"tape_stability_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_tape_vs_narrative,Tape vs. Narrative,JUDGMENT_ASSISTED,spec/detection_specs/ch04_tape_vs_narrative.yaml,tape_vs_narrative_downgrade_rule,"Rule for downgrading late, conflicted, thin, or unsupported evidence.",confidence_rule,instrument_session_timeframe_regime,REVIEW_REQUIRED,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=review_required; unit=confidence_rule
4: Tape Reading & Microstructure,ch04_tape_vs_narrative,Tape vs. Narrative,JUDGMENT_ASSISTED,spec/detection_specs/ch04_tape_vs_narrative.yaml,tape_vs_narrative_evidence_weighting_protocol,Review protocol for weighing evidence families without pretending the read is deterministic.,human_review_rule,instrument_session_timeframe_regime,REVIEW_REQUIRED,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=review_required; unit=human_review_rule
"5: Momentum, Follow-Through & Day Types",ch05_close_quality,Close Quality,JUDGMENT_ASSISTED,spec/detection_specs/ch05_close_quality.yaml,close_acceptance_evidence_policy,"close_acceptance_evidence_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
"5: Momentum, Follow-Through & Day Types",ch05_close_quality,Close Quality,JUDGMENT_ASSISTED,spec/detection_specs/ch05_close_quality.yaml,close_location_reference_policy,"close_location_reference_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
"5: Momentum, Follow-Through & Day Types",ch05_close_quality,Close Quality,JUDGMENT_ASSISTED,spec/detection_specs/ch05_close_quality.yaml,close_window_definition,"close_window_definition parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
"5: Momentum, Follow-Through & Day Types",ch05_day_type_taxonomy,Day-Type Taxonomy,JUDGMENT_ASSISTED,spec/detection_specs/ch05_day_type_taxonomy.yaml,day_type_evidence_window,"day_type_evidence_window parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
"5: Momentum, Follow-Through & Day Types",ch05_day_type_taxonomy,Day-Type Taxonomy,JUDGMENT_ASSISTED,spec/detection_specs/ch05_day_type_taxonomy.yaml,profile_shape_policy,"profile_shape_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
"5: Momentum, Follow-Through & Day Types",ch05_day_type_taxonomy,Day-Type Taxonomy,JUDGMENT_ASSISTED,spec/detection_specs/ch05_day_type_taxonomy.yaml,rotation_quality_policy,"rotation_quality_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
"5: Momentum, Follow-Through & Day Types",ch05_exhaustion,Exhaustion,JUDGMENT_ASSISTED,spec/detection_specs/ch05_exhaustion.yaml,exhaustion_downgrade_rule,"Rule for downgrading late, conflicted, thin, or unsupported evidence.",confidence_rule,instrument_session_timeframe_regime,REVIEW_REQUIRED,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=review_required; unit=confidence_rule
"5: Momentum, Follow-Through & Day Types",ch05_exhaustion,Exhaustion,JUDGMENT_ASSISTED,spec/detection_specs/ch05_exhaustion.yaml,exhaustion_evidence_weighting_protocol,Review protocol for weighing evidence families without pretending the read is deterministic.,human_review_rule,instrument_session_timeframe_regime,REVIEW_REQUIRED,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=review_required; unit=human_review_rule
"5: Momentum, Follow-Through & Day Types",ch05_follow_through_and_failure,Follow-Through and Failure,CALIBRATED,spec/detection_specs/ch05_follow_through_and_failure.yaml,failure_reclaim_window,Window in which return through the reference qualifies as failure.,duration_or_bars,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=duration_or_bars
"5: Momentum, Follow-Through & Day Types",ch05_follow_through_and_failure,Follow-Through and Failure,CALIBRATED,spec/detection_specs/ch05_follow_through_and_failure.yaml,hold_beyond_reference_requirement,Required hold or dwell behavior beyond the reference.,duration_or_bars,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=duration_or_bars
"5: Momentum, Follow-Through & Day Types",ch05_follow_through_and_failure,Follow-Through and Failure,CALIBRATED,spec/detection_specs/ch05_follow_through_and_failure.yaml,post_move_extension_requirement,Minimum calibrated extension after the initiating move.,relative_extension,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_extension
"5: Momentum, Follow-Through & Day Types",ch05_follow_through_and_failure,Follow-Through and Failure,CALIBRATED,spec/detection_specs/ch05_follow_through_and_failure.yaml,retest_hold_requirement,Retest behavior needed to mark the reference as defended.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
"5: Momentum, Follow-Through & Day Types",ch05_impulse_vs_grind,Impulse vs. Grind,CALIBRATED,spec/detection_specs/ch05_impulse_vs_grind.yaml,grind_persistence_requirement,"grind_persistence_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
"5: Momentum, Follow-Through & Day Types",ch05_impulse_vs_grind,Impulse vs. Grind,CALIBRATED,spec/detection_specs/ch05_impulse_vs_grind.yaml,impulse_displacement_requirement,"impulse_displacement_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
"5: Momentum, Follow-Through & Day Types",ch05_impulse_vs_grind,Impulse vs. Grind,CALIBRATED,spec/detection_specs/ch05_impulse_vs_grind.yaml,overlap_requirement,"overlap_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
"5: Momentum, Follow-Through & Day Types",ch05_impulse_vs_grind,Impulse vs. Grind,CALIBRATED,spec/detection_specs/ch05_impulse_vs_grind.yaml,pullback_defense_requirement,"pullback_defense_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
"5: Momentum, Follow-Through & Day Types",ch05_impulse_vs_grind,Impulse vs. Grind,CALIBRATED,spec/detection_specs/ch05_impulse_vs_grind.yaml,vertical_extension_review_policy,"vertical_extension_review_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
"5: Momentum, Follow-Through & Day Types",ch05_momentum_ignition_stall_and_exhaustion,"Momentum Ignition, Stall & Exhaustion",JUDGMENT_ASSISTED,spec/detection_specs/ch05_momentum_ignition_stall_and_exhaustion.yaml,exhaustion_extension_requirement,Criterion for late extension becoming exhaustion review rather than clean continuation.,relative_extension_measure,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_extension_measure
"5: Momentum, Follow-Through & Day Types",ch05_momentum_ignition_stall_and_exhaustion,"Momentum Ignition, Stall & Exhaustion",JUDGMENT_ASSISTED,spec/detection_specs/ch05_momentum_ignition_stall_and_exhaustion.yaml,follow_through_hold_requirement,Required holding behavior after initial ignition evidence.,duration_or_bars,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=duration_or_bars
"5: Momentum, Follow-Through & Day Types",ch05_momentum_ignition_stall_and_exhaustion,"Momentum Ignition, Stall & Exhaustion",JUDGMENT_ASSISTED,spec/detection_specs/ch05_momentum_ignition_stall_and_exhaustion.yaml,ignition_displacement_requirement,Required displacement beyond normal probing behavior.,relative_displacement,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_displacement
"5: Momentum, Follow-Through & Day Types",ch05_momentum_ignition_stall_and_exhaustion,"Momentum Ignition, Stall & Exhaustion",JUDGMENT_ASSISTED,spec/detection_specs/ch05_momentum_ignition_stall_and_exhaustion.yaml,stall_effort_vs_result_requirement,Criterion for effort failing to create continued displacement.,relative_effort_result_measure,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_effort_result_measure
"5: Momentum, Follow-Through & Day Types",ch05_one_timeframing,One-Timeframing,COMPUTABLE,spec/detection_specs/ch05_one_timeframing.yaml,anchor_period_policy,"Defines where the sequence begins, such as session start or a supplied structural anchor.",enum,session_timeframe,YES,missing_required_input: REFUSE_TO_CLASSIFY,status=configuration_required; unit=enum
"5: Momentum, Follow-Through & Day Types",ch05_one_timeframing,One-Timeframing,COMPUTABLE,spec/detection_specs/ch05_one_timeframing.yaml,comparison_inclusivity,Defines whether equality at the prior period high/low preserves or loses one-timeframing.,enum,implementation_method,YES,missing_required_input: REFUSE_TO_CLASSIFY,status=configuration_required; unit=enum
"5: Momentum, Follow-Through & Day Types",ch05_one_timeframing,One-Timeframing,COMPUTABLE,spec/detection_specs/ch05_one_timeframing.yaml,period_length,"Configured period duration for the one-timeframing sequence; it is a method configuration, not a market threshold.",duration,instrument_session_timeframe,YES,missing_required_input: REFUSE_TO_CLASSIFY,status=configuration_required; unit=duration
6: Traps & Positioning,ch06_short_covering_rally,Short-Covering Rally,JUDGMENT_ASSISTED,spec/detection_specs/ch06_short_covering_rally.yaml,covering_acceleration_requirement,Calibrated acceleration condition after reclaim.,relative_velocity,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_velocity
6: Traps & Positioning,ch06_short_covering_rally,Short-Covering Rally,JUDGMENT_ASSISTED,spec/detection_specs/ch06_short_covering_rally.yaml,failed_breakdown_reclaim_requirement,Behavior required for failed downside premise and reclaim.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
6: Traps & Positioning,ch06_short_covering_rally,Short-Covering Rally,JUDGMENT_ASSISTED,spec/detection_specs/ch06_short_covering_rally.yaml,fresh_buying_confirmation_requirement,Evidence required before fresh buying can be distinguished from covering.,evidence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=evidence_rule
6: Traps & Positioning,ch06_stop_out_cascades_and_liquidation,Stop-Out Cascades & Liquidation,CALIBRATED,spec/detection_specs/ch06_stop_out_cascades_and_liquidation.yaml,cascade_velocity_requirement,Calibrated acceleration requirement for cascade-like behavior.,relative_velocity,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_velocity
6: Traps & Positioning,ch06_stop_out_cascades_and_liquidation,Stop-Out Cascades & Liquidation,CALIBRATED,spec/detection_specs/ch06_stop_out_cascades_and_liquidation.yaml,stabilization_requirement,Behavior marking the end or repair of cascade context.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
6: Traps & Positioning,ch06_stop_out_cascades_and_liquidation,Stop-Out Cascades & Liquidation,CALIBRATED,spec/detection_specs/ch06_stop_out_cascades_and_liquidation.yaml,structural_breach_requirement,Breach behavior around obvious reference levels.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
6: Traps & Positioning,ch06_stop_out_cascades_and_liquidation,Stop-Out Cascades & Liquidation,CALIBRATED,spec/detection_specs/ch06_stop_out_cascades_and_liquidation.yaml,volume_expansion_requirement,Calibrated participation/volume expansion requirement.,relative_volume_statistic,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_volume_statistic
6: Traps & Positioning,ch06_strong_hands_defending,Strong Hands Defending,JUDGMENT_ASSISTED,spec/detection_specs/ch06_strong_hands_defending.yaml,defense_failure_requirement,Behavior required for failed defense and accepted loss of area.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
6: Traps & Positioning,ch06_strong_hands_defending,Strong Hands Defending,JUDGMENT_ASSISTED,spec/detection_specs/ch06_strong_hands_defending.yaml,defense_hold_requirement,Behavior required for holding defense.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
6: Traps & Positioning,ch06_strong_hands_defending,Strong Hands Defending,JUDGMENT_ASSISTED,spec/detection_specs/ch06_strong_hands_defending.yaml,repeated_test_requirement,Number/quality of tests required without inventing fixed universal counts.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
6: Traps & Positioning,ch06_trapped_traders,Trapped Traders,JUDGMENT_ASSISTED,spec/detection_specs/ch06_trapped_traders.yaml,failed_acceptance_requirement,Behavior required to mark a failed premise beyond a reference.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
6: Traps & Positioning,ch06_trapped_traders,Trapped Traders,JUDGMENT_ASSISTED,spec/detection_specs/ch06_trapped_traders.yaml,reclaim_requirement,Reclaim behavior required for trap context.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
6: Traps & Positioning,ch06_trapped_traders,Trapped Traders,JUDGMENT_ASSISTED,spec/detection_specs/ch06_trapped_traders.yaml,trap_vulnerability_requirement,Evidence required to mark participants as vulnerable rather than merely wrong.,evidence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=evidence_rule
7: Session Context & Sequencing,ch07_asia_session_character,Asia Session Character,CALIBRATED,spec/detection_specs/ch07_asia_session_character.yaml,asia_fakeout_reclaim_window,Window for extension and reclaim that marks fakeout-prone context.,duration_or_bars,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=duration_or_bars
7: Session Context & Sequencing,ch07_asia_session_character,Asia Session Character,CALIBRATED,spec/detection_specs/ch07_asia_session_character.yaml,asia_overlap_requirement,Overlap/containment condition for placeholder behavior.,relative_overlap_measure,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_overlap_measure
7: Session Context & Sequencing,ch07_asia_session_character,Asia Session Character,CALIBRATED,spec/detection_specs/ch07_asia_session_character.yaml,asia_range_meaningfulness_requirement,Range condition for meaningful Asia structure.,relative_range_statistic,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_range_statistic
7: Session Context & Sequencing,ch07_asia_session_character,Asia Session Character,CALIBRATED,spec/detection_specs/ch07_asia_session_character.yaml,asia_volume_participation_requirement,Participation condition for accepted Asia structure.,relative_volume_statistic,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_volume_statistic
7: Session Context & Sequencing,ch07_intraday_time_windows,Intraday Time Windows,JUDGMENT_ASSISTED,spec/detection_specs/ch07_intraday_time_windows.yaml,midday_drift_overlap_requirement,Criteria for identifying drift rather than accepted relocation.,relative_overlap_measure,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_overlap_measure
7: Session Context & Sequencing,ch07_intraday_time_windows,Intraday Time Windows,JUDGMENT_ASSISTED,spec/detection_specs/ch07_intraday_time_windows.yaml,spread_quality_requirement,Spread condition for clean time-window interpretation.,relative_spread_statistic,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_spread_statistic
7: Session Context & Sequencing,ch07_intraday_time_windows,Intraday Time Windows,JUDGMENT_ASSISTED,spec/detection_specs/ch07_intraday_time_windows.yaml,window_participation_requirement,Participation requirement for treating movement as meaningful inside each window.,relative_volume_statistic,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_volume_statistic
7: Session Context & Sequencing,ch07_london_initiative_and_traps,London Initiative & Traps,JUDGMENT_ASSISTED,spec/detection_specs/ch07_london_initiative_and_traps.yaml,london_acceptance_requirement,Behavior needed to treat London initiative as accepted.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
